"","vc","br","conc","cond","log10conc","Mm_in_broth_median","Mm_in_broth_mad","Mm_in_broth_mean","Mm_in_broth_sd"
"46","VC DMSO 0.3%",1,0.111111111111111,"Gc_26",-0.954242509439325,0.705648884414097,0,0.705648884414097,NA
"47","VC DMSO 0.3%",1,0.333333333333333,"Gc_26",-0.477121254719663,0.748174146814431,0,0.748174146814431,NA
"48","VC DMSO 0.3%",1,1,"Gc_26",0,0.736319930882841,0,0.736319930882841,NA
"49","VC DMSO 0.3%",1,0.00411522633744856,"Gc_28",-2.38560627359831,1.14428613539798,0,1.14428613539798,NA
"50","VC DMSO 0.3%",1,0.0123456790123457,"Gc_28",-1.90848501887865,0.975567478777038,0,0.975567478777038,NA
"51","VC DMSO 0.3%",1,0.037037037037037,"Gc_28",-1.43136376415899,0.891519241040456,0,0.891519241040456,NA
"52","VC DMSO 0.3%",1,0.111111111111111,"Gc_28",-0.954242509439325,0.879965291328378,0,0.879965291328378,NA
"53","VC DMSO 0.3%",1,0.333333333333333,"Gc_28",-0.477121254719663,0.832993354992683,0,0.832993354992683,NA
"54","VC DMSO 0.3%",1,1,"Gc_28",0,0.74377525558897,0,0.74377525558897,NA
"55","VC DMSO 0.3%",1,0.00411522633744856,"Gc_32",-2.38560627359831,1.09859260344954,0,1.09859260344954,NA
"56","VC DMSO 0.3%",1,0.0123456790123457,"Gc_32",-1.90848501887865,0.979663209123425,0,0.979663209123425,NA
"57","VC DMSO 0.3%",1,0.037037037037037,"Gc_32",-1.43136376415899,0.932914641530454,0,0.932914641530454,NA
"58","VC DMSO 0.3%",1,0.111111111111111,"Gc_32",-0.954242509439325,0.878164964776803,0,0.878164964776803,NA
"59","VC DMSO 0.3%",1,0.333333333333333,"Gc_32",-0.477121254719663,0.910011274113038,0,0.910011274113038,NA
"60","VC DMSO 0.3%",1,1,"Gc_32",0,0.809952367526723,0,0.809952367526723,NA
"61","VC DMSO 0.3%",1,0.00411522633744856,"Gc_33",-2.38560627359831,0.887314197506464,0,0.887314197506464,NA
"62","VC DMSO 0.3%",1,0.0123456790123457,"Gc_33",-1.90848501887865,0.918618653119479,0,0.918618653119479,NA
"63","VC DMSO 0.3%",1,0.037037037037037,"Gc_33",-1.43136376415899,0.81494273636535,0,0.81494273636535,NA
"64","VC DMSO 0.3%",1,0.111111111111111,"Gc_33",-0.954242509439325,0.866616863134994,0,0.866616863134994,NA
"65","VC DMSO 0.3%",1,0.333333333333333,"Gc_33",-0.477121254719663,0.879519286211693,0,0.879519286211693,NA
"66","VC DMSO 0.3%",1,1,"Gc_33",0,0.935660069455426,0,0.935660069455426,NA
"67","VC DMSO 0.3%",1,0.00411522633744856,"Gc_34",-2.38560627359831,1.02127555489769,0,1.02127555489769,NA
"68","VC DMSO 0.3%",1,0.0123456790123457,"Gc_34",-1.90848501887865,1.04724276465703,0,1.04724276465703,NA
"69","VC DMSO 0.3%",1,0.037037037037037,"Gc_34",-1.43136376415899,0.919808353847582,0,0.919808353847582,NA
"70","VC DMSO 0.3%",1,0.111111111111111,"Gc_34",-0.954242509439325,0.865617724075353,0,0.865617724075353,NA
"71","VC DMSO 0.3%",1,0.333333333333333,"Gc_34",-0.477121254719663,0.839051369212216,0,0.839051369212216,NA
"72","VC DMSO 0.3%",1,1,"Gc_34",0,0.749060044752808,0,0.749060044752808,NA
"73","VC DMSO 0.3%",1,0.00411522633744856,"Gc_35",-2.38560627359831,0.836161460099756,0,0.836161460099756,NA
"74","VC DMSO 0.3%",1,0.0123456790123457,"Gc_35",-1.90848501887865,0.857444792374473,0,0.857444792374473,NA
"75","VC DMSO 0.3%",1,0.037037037037037,"Gc_35",-1.43136376415899,0.82558354066383,0,0.82558354066383,NA
"76","VC DMSO 0.3%",1,0.111111111111111,"Gc_35",-0.954242509439325,0.876015197608653,0,0.876015197608653,NA
"77","VC DMSO 0.3%",1,0.333333333333333,"Gc_35",-0.477121254719663,0.856098593518445,0,0.856098593518445,NA
"78","VC DMSO 0.3%",1,1,"Gc_35",0,1.06003441353882,0,1.06003441353882,NA
"79","VC DMSO 0.3%",1,0.00411522633744856,"Gc_36",-2.38560627359831,0.844977954013058,0,0.844977954013058,NA
"80","VC DMSO 0.3%",1,0.0123456790123457,"Gc_36",-1.90848501887865,0.852566488079958,0,0.852566488079958,NA
"81","VC DMSO 0.3%",1,0.037037037037037,"Gc_36",-1.43136376415899,0.840235560699402,0,0.840235560699402,NA
"82","VC DMSO 0.3%",1,0.111111111111111,"Gc_36",-0.954242509439325,0.833072715976454,0,0.833072715976454,NA
"83","VC DMSO 0.3%",1,0.333333333333333,"Gc_36",-0.477121254719663,0.816422999115992,0,0.816422999115992,NA
"84","VC DMSO 0.3%",1,1,"Gc_36",0,0.829397856447615,0,0.829397856447615,NA
"85","VC DMSO 0.3%",1,0.00411522633744856,"Gc_37",-2.38560627359831,1.03302235228837,0,1.03302235228837,NA
"86","VC DMSO 0.3%",1,0.0123456790123457,"Gc_37",-1.90848501887865,1.03692652717048,0,1.03692652717048,NA
"87","VC DMSO 0.3%",1,0.037037037037037,"Gc_37",-1.43136376415899,1.02649849216221,0,1.02649849216221,NA
"88","VC DMSO 0.3%",1,0.111111111111111,"Gc_37",-0.954242509439325,0.908068485361717,0,0.908068485361717,NA
"89","VC DMSO 0.3%",1,0.333333333333333,"Gc_37",-0.477121254719663,0.848579117847056,0,0.848579117847056,NA
"90","VC DMSO 0.3%",1,1,"Gc_37",0,0.830167968625212,0,0.830167968625212,NA
"91","VC DMSO 0.3%",1,0.00411522633744856,"Ko_09",-2.38560627359831,1.01238253248965,0,1.01238253248965,NA
"92","VC DMSO 0.3%",1,0.0123456790123457,"Ko_09",-1.90848501887865,1.00070810656167,0,1.00070810656167,NA
"93","VC DMSO 0.3%",1,0.037037037037037,"Ko_09",-1.43136376415899,0.903098452501243,0,0.903098452501243,NA
"94","VC DMSO 0.3%",1,0.111111111111111,"Ko_09",-0.954242509439325,0.906945762803418,0,0.906945762803418,NA
"95","VC DMSO 0.3%",1,0.333333333333333,"Ko_09",-0.477121254719663,0.87197659420181,0,0.87197659420181,NA
"96","VC DMSO 0.3%",1,1,"Ko_09",0,0.810403932242449,0,0.810403932242449,NA
"97","VC DMSO 0.3%",1,0.00411522633744856,"Ko_11",-2.38560627359831,0.795736655560473,0,0.795736655560473,NA
"98","VC DMSO 0.3%",1,0.0123456790123457,"Ko_11",-1.90848501887865,0.794823422175585,0,0.794823422175585,NA
"99","VC DMSO 0.3%",1,0.037037037037037,"Ko_11",-1.43136376415899,0.882519795752442,0,0.882519795752442,NA
"100","VC DMSO 0.3%",1,0.111111111111111,"Ko_11",-0.954242509439325,0.892493466506319,0,0.892493466506319,NA
"101","VC DMSO 0.3%",1,0.333333333333333,"Ko_11",-0.477121254719663,0.868247945357968,0,0.868247945357968,NA
"102","VC DMSO 0.3%",1,1,"Ko_11",0,0.968243927603446,0,0.968243927603446,NA
"103","VC DMSO 0.3%",1,0.00411522633744856,"Ko_15",-2.38560627359831,1.05010984382079,0,1.05010984382079,NA
"104","VC DMSO 0.3%",1,0.0123456790123457,"Ko_15",-1.90848501887865,0.986683087754537,0,0.986683087754537,NA
"105","VC DMSO 0.3%",1,0.037037037037037,"Ko_15",-1.43136376415899,0.973183503435437,0,0.973183503435437,NA
"106","VC DMSO 0.3%",1,0.111111111111111,"Ko_15",-0.954242509439325,0.908235819190138,0,0.908235819190138,NA
"107","VC DMSO 0.3%",1,0.333333333333333,"Ko_15",-0.477121254719663,0.942513018366517,0,0.942513018366517,NA
"108","VC DMSO 0.3%",1,1,"Ko_15",0,0.905143137807599,0,0.905143137807599,NA
"109","VC DMSO 0.3%",1,0.00411522633744856,"Ko_16",-2.38560627359831,0.816431367579273,0,0.816431367579273,NA
"110","VC DMSO 0.3%",1,0.0123456790123457,"Ko_16",-1.90848501887865,0.926618887230044,0,0.926618887230044,NA
"111","VC DMSO 0.3%",1,0.037037037037037,"Ko_16",-1.43136376415899,0.981508803276383,0,0.981508803276383,NA
"112","VC DMSO 0.3%",1,0.111111111111111,"Ko_16",-0.954242509439325,0.844605691840811,0,0.844605691840811,NA
"113","VC DMSO 0.3%",1,0.333333333333333,"Ko_16",-0.477121254719663,0.869951475202529,0,0.869951475202529,NA
"114","VC DMSO 0.3%",1,1,"Ko_16",0,0.854945472371954,0,0.854945472371954,NA
"115","VC DMSO 0.3%",1,0.00411522633744856,"Ko_17",-2.38560627359831,0.845222441771675,0,0.845222441771675,NA
"116","VC DMSO 0.3%",1,0.0123456790123457,"Ko_17",-1.90848501887865,0.905529858667583,0,0.905529858667583,NA
"117","VC DMSO 0.3%",1,0.037037037037037,"Ko_17",-1.43136376415899,0.873979093388768,0,0.873979093388768,NA
"118","VC DMSO 0.3%",1,0.111111111111111,"Ko_17",-0.954242509439325,0.846023076567657,0,0.846023076567657,NA
"119","VC DMSO 0.3%",1,0.333333333333333,"Ko_17",-0.477121254719663,1.00101616709968,0,1.00101616709968,NA
"120","VC DMSO 0.3%",1,1,"Ko_17",0,1.01668878808122,0,1.01668878808122,NA
"121","VC DMSO 0.3%",1,0.00411522633744856,"Ko_18",-2.38560627359831,0.934651807804057,0,0.934651807804057,NA
"122","VC DMSO 0.3%",1,0.0123456790123457,"Ko_18",-1.90848501887865,0.875234734038937,0,0.875234734038937,NA
"123","VC DMSO 0.3%",1,0.037037037037037,"Ko_18",-1.43136376415899,0.909943606161278,0,0.909943606161278,NA
"124","VC DMSO 0.3%",1,0.111111111111111,"Ko_18",-0.954242509439325,1.00347400941591,0,1.00347400941591,NA
"125","VC DMSO 0.3%",1,0.333333333333333,"Ko_18",-0.477121254719663,0.843576883142363,0,0.843576883142363,NA
"126","VC DMSO 0.3%",1,1,"Ko_18",0,0.829057649397152,0,0.829057649397152,NA
"127","VC DMSO 0.3%",1,0.00411522633744856,"Ko_20",-2.38560627359831,1.16464120767234,0,1.16464120767234,NA
"128","VC DMSO 0.3%",1,0.0123456790123457,"Ko_20",-1.90848501887865,1.06139126873339,0,1.06139126873339,NA
"129","VC DMSO 0.3%",1,0.037037037037037,"Ko_20",-1.43136376415899,1.03021603517464,0,1.03021603517464,NA
"130","VC DMSO 0.3%",1,0.111111111111111,"Ko_20",-0.954242509439325,0.990500312497105,0,0.990500312497105,NA
"131","VC DMSO 0.3%",1,0.333333333333333,"Ko_20",-0.477121254719663,0.915893944764788,0,0.915893944764788,NA
"132","VC DMSO 0.3%",1,1,"Ko_20",0,0.930803590123095,0,0.930803590123095,NA
"133","VC DMSO 0.3%",1,0.00411522633744856,"Ko_21",-2.38560627359831,0.82937875579776,0,0.82937875579776,NA
"134","VC DMSO 0.3%",1,0.0123456790123457,"Ko_21",-1.90848501887865,0.826698019099894,0,0.826698019099894,NA
"135","VC DMSO 0.3%",1,0.037037037037037,"Ko_21",-1.43136376415899,0.794794108463024,0,0.794794108463024,NA
"136","VC DMSO 0.3%",1,0.111111111111111,"Ko_21",-0.954242509439325,0.817134334970063,0,0.817134334970063,NA
"137","VC DMSO 0.3%",1,0.333333333333333,"Ko_21",-0.477121254719663,0.865829220734959,0,0.865829220734959,NA
"138","VC DMSO 0.3%",1,1,"Ko_21",0,0.839557860341815,0,0.839557860341815,NA
"139","VC DMSO 0.3%",1,0.00411522633744856,"Ko_22",-2.38560627359831,0.94392810589253,0,0.94392810589253,NA
"140","VC DMSO 0.3%",1,0.0123456790123457,"Ko_22",-1.90848501887865,0.931252826863578,0,0.931252826863578,NA
"141","VC DMSO 0.3%",1,0.037037037037037,"Ko_22",-1.43136376415899,0.855720171801608,0,0.855720171801608,NA
"142","VC DMSO 0.3%",1,0.111111111111111,"Ko_22",-0.954242509439325,0.921002114310853,0,0.921002114310853,NA
"143","VC DMSO 0.3%",1,0.333333333333333,"Ko_22",-0.477121254719663,0.858935975688375,0,0.858935975688375,NA
"144","VC DMSO 0.3%",1,1,"Ko_22",0,0.851363422243621,0,0.851363422243621,NA
"145","VC DMSO 0.3%",1,0.00411522633744856,"Ko_25",-2.38560627359831,0.853720935634563,0,0.853720935634563,NA
"146","VC DMSO 0.3%",1,0.0123456790123457,"Ko_25",-1.90848501887865,0.858507774655284,0,0.858507774655284,NA
"147","VC DMSO 0.3%",1,0.037037037037037,"Ko_25",-1.43136376415899,0.847794535480174,0,0.847794535480174,NA
"148","VC DMSO 0.3%",1,0.111111111111111,"Ko_25",-0.954242509439325,0.841217903770484,0,0.841217903770484,NA
"149","VC DMSO 0.3%",1,0.333333333333333,"Ko_25",-0.477121254719663,0.839831401629354,0,0.839831401629354,NA
"150","VC DMSO 0.3%",1,1,"Ko_25",0,0.913686317666625,0,0.913686317666625,NA
"151","VC DMSO 0.3%",1,0.00411522633744856,"Ko_26",-2.38560627359831,0.882667083939055,0,0.882667083939055,NA
"152","VC DMSO 0.3%",1,0.0123456790123457,"Ko_26",-1.90848501887865,0.891848920445366,0,0.891848920445366,NA
"153","VC DMSO 0.3%",1,0.037037037037037,"Ko_26",-1.43136376415899,0.831348732029746,0,0.831348732029746,NA
"154","VC DMSO 0.3%",1,0.111111111111111,"Ko_26",-0.954242509439325,0.764939513282227,0,0.764939513282227,NA
"155","VC DMSO 0.3%",1,0.333333333333333,"Ko_26",-0.477121254719663,0.870573353269002,0,0.870573353269002,NA
"156","VC DMSO 0.3%",1,1,"Ko_26",0,0.888366519407654,0,0.888366519407654,NA
"157","VC DMSO 0.3%",1,0.00411522633744856,"Ko_29",-2.38560627359831,0.945240742613291,0,0.945240742613291,NA
"158","VC DMSO 0.3%",1,0.0123456790123457,"Ko_29",-1.90848501887865,0.984623947179822,0,0.984623947179822,NA
"159","VC DMSO 0.3%",1,0.037037037037037,"Ko_29",-1.43136376415899,0.958844386399931,0,0.958844386399931,NA
"160","VC DMSO 0.3%",1,0.111111111111111,"Ko_29",-0.954242509439325,0.932653607708782,0,0.932653607708782,NA
"161","VC DMSO 0.3%",1,0.333333333333333,"Ko_29",-0.477121254719663,0.876050258364383,0,0.876050258364383,NA
"162","VC DMSO 0.3%",1,1,"Ko_29",0,0.853210739141778,0,0.853210739141778,NA
"163","VC DMSO 0.3%",1,0.00411522633744856,"Ko_30",-2.38560627359831,1.00922591121078,0,1.00922591121078,NA
"164","VC DMSO 0.3%",1,0.0123456790123457,"Ko_30",-1.90848501887865,0.973622546696929,0,0.973622546696929,NA
"165","VC DMSO 0.3%",1,0.037037037037037,"Ko_30",-1.43136376415899,0.965467859246947,0,0.965467859246947,NA
"166","VC DMSO 0.3%",1,0.111111111111111,"Ko_30",-0.954242509439325,0.930341756080341,0,0.930341756080341,NA
"167","VC DMSO 0.3%",1,0.333333333333333,"Ko_30",-0.477121254719663,0.790405228246068,0,0.790405228246068,NA
"168","VC DMSO 0.3%",1,1,"Ko_30",0,0.710121523246785,0,0.710121523246785,NA
"169","VC DMSO 0.3%",1,0.00411522633744856,"Ko_43",-2.38560627359831,0.906225341970786,0,0.906225341970786,NA
"170","VC DMSO 0.3%",1,0.0123456790123457,"Ko_43",-1.90848501887865,0.873642411406972,0,0.873642411406972,NA
"171","VC DMSO 0.3%",1,0.037037037037037,"Ko_43",-1.43136376415899,0.966637879274213,0,0.966637879274213,NA
"172","VC DMSO 0.3%",1,0.111111111111111,"Ko_43",-0.954242509439325,0.843284939690798,0,0.843284939690798,NA
"173","VC DMSO 0.3%",1,0.333333333333333,"Ko_43",-0.477121254719663,0.764719811978669,0,0.764719811978669,NA
"174","VC DMSO 0.3%",1,1,"Ko_43",0,0.783663649434343,0,0.783663649434343,NA
"175","VC DMSO 0.3%",1,0.00411522633744856,"Ko_44",-2.38560627359831,1.08732024331008,0,1.08732024331008,NA
"176","VC DMSO 0.3%",1,0.0123456790123457,"Ko_44",-1.90848501887865,0.953606337035466,0,0.953606337035466,NA
"177","VC DMSO 0.3%",1,0.037037037037037,"Ko_44",-1.43136376415899,1.06330119321357,0,1.06330119321357,NA
"178","VC DMSO 0.3%",1,0.111111111111111,"Ko_44",-0.954242509439325,1.1925592858642,0,1.1925592858642,NA
"179","VC DMSO 0.3%",1,0.333333333333333,"Ko_44",-0.477121254719663,0.993199013678513,0,0.993199013678513,NA
"180","VC DMSO 0.3%",1,1,"Ko_44",0,0.902804215579075,0,0.902804215579075,NA
"181","VC DMSO 0.3%",1,0.00411522633744856,"Ko_58",-2.38560627359831,0.848125725007094,0,0.848125725007094,NA
"182","VC DMSO 0.3%",1,0.0123456790123457,"Ko_58",-1.90848501887865,0.88365175032259,0,0.88365175032259,NA
"183","VC DMSO 0.3%",1,0.037037037037037,"Ko_58",-1.43136376415899,0.889588309762181,0,0.889588309762181,NA
"184","VC DMSO 0.3%",1,0.111111111111111,"Ko_58",-0.954242509439325,0.878015430369186,0,0.878015430369186,NA
"185","VC DMSO 0.3%",1,0.333333333333333,"Ko_58",-0.477121254719663,0.844045272134236,0,0.844045272134236,NA
"186","VC DMSO 0.3%",1,1,"Ko_58",0,0.866852971861341,0,0.866852971861341,NA
"187","VC DMSO 0.3%",1,0.00411522633744856,"Mo_07",-2.38560627359831,0.949916586112048,0,0.949916586112048,NA
"188","VC DMSO 0.3%",1,0.0123456790123457,"Mo_07",-1.90848501887865,0.945023255512918,0,0.945023255512918,NA
"189","VC DMSO 0.3%",1,0.037037037037037,"Mo_07",-1.43136376415899,0.904020178690459,0,0.904020178690459,NA
"190","VC DMSO 0.3%",1,0.111111111111111,"Mo_07",-0.954242509439325,0.898256993567328,0,0.898256993567328,NA
"191","VC DMSO 0.3%",1,0.333333333333333,"Mo_07",-0.477121254719663,0.920506715335158,0,0.920506715335158,NA
"192","VC DMSO 0.3%",1,1,"Mo_07",0,0.935388136208471,0,0.935388136208471,NA
"193","VC DMSO 0.3%",1,0.00411522633744856,"Mo_62",-2.38560627359831,0.980326439913432,0,0.980326439913432,NA
"194","VC DMSO 0.3%",1,0.0123456790123457,"Mo_62",-1.90848501887865,0.928781305167116,0,0.928781305167116,NA
"195","VC DMSO 0.3%",1,0.037037037037037,"Mo_62",-1.43136376415899,1.06312657299982,0,1.06312657299982,NA
"196","VC DMSO 0.3%",1,0.111111111111111,"Mo_62",-0.954242509439325,0.913327499870029,0,0.913327499870029,NA
"197","VC DMSO 0.3%",1,0.333333333333333,"Mo_62",-0.477121254719663,0.757284179164072,0,0.757284179164072,NA
"198","VC DMSO 0.3%",1,1,"Mo_62",0,0.186048190123598,0,0.186048190123598,NA
"199","VC DMSO 0.3%",1,0.00411522633744856,"Mo_63",-2.38560627359831,1.12385863446404,0,1.12385863446404,NA
"200","VC DMSO 0.3%",1,0.0123456790123457,"Mo_63",-1.90848501887865,1.07036867394921,0,1.07036867394921,NA
"201","VC DMSO 0.3%",1,0.037037037037037,"Mo_63",-1.43136376415899,1.02946313521725,0,1.02946313521725,NA
"202","VC DMSO 0.3%",1,0.111111111111111,"Mo_63",-0.954242509439325,0.993005370838919,0,0.993005370838919,NA
"203","VC DMSO 0.3%",1,0.333333333333333,"Mo_63",-0.477121254719663,0.915670015243944,0,0.915670015243944,NA
"204","VC DMSO 0.3%",1,1,"Mo_63",0,0.927206233922793,0,0.927206233922793,NA
"205","VC DMSO 0.3%",1,0.00411522633744856,"Mo_64",-2.38560627359831,0.919532663635908,0,0.919532663635908,NA
"206","VC DMSO 0.3%",1,0.0123456790123457,"Mo_64",-1.90848501887865,0.957138278343771,0,0.957138278343771,NA
"207","VC DMSO 0.3%",1,0.037037037037037,"Mo_64",-1.43136376415899,0.900981580067793,0,0.900981580067793,NA
"208","VC DMSO 0.3%",1,0.111111111111111,"Mo_64",-0.954242509439325,0.993840830764348,0,0.993840830764348,NA
"209","VC DMSO 0.3%",1,0.333333333333333,"Mo_64",-0.477121254719663,0.89677158776015,0,0.89677158776015,NA
"210","VC DMSO 0.3%",1,1,"Mo_64",0,0.607452552615754,0,0.607452552615754,NA
"211","VC DMSO 0.3%",1,0.00411522633744856,"Mo_71",-2.38560627359831,1.04440776423984,0,1.04440776423984,NA
"212","VC DMSO 0.3%",1,0.0123456790123457,"Mo_71",-1.90848501887865,1.06685239588253,0,1.06685239588253,NA
"213","VC DMSO 0.3%",1,0.037037037037037,"Mo_71",-1.43136376415899,1.03396387077451,0,1.03396387077451,NA
"214","VC DMSO 0.3%",1,0.111111111111111,"Mo_71",-0.954242509439325,1.07552110579929,0,1.07552110579929,NA
"215","VC DMSO 0.3%",1,0.333333333333333,"Mo_71",-0.477121254719663,0.982390926220588,0,0.982390926220588,NA
"216","VC DMSO 0.3%",1,1,"Mo_71",0,0.774581743029417,0,0.774581743029417,NA
"217","VC DMSO 0.3%",1,0.00411522633744856,"Mo_72",-2.38560627359831,1.078723238388,0,1.078723238388,NA
"218","VC DMSO 0.3%",1,0.0123456790123457,"Mo_72",-1.90848501887865,1.03634619611042,0,1.03634619611042,NA
"219","VC DMSO 0.3%",1,0.037037037037037,"Mo_72",-1.43136376415899,0.964876644304242,0,0.964876644304242,NA
"220","VC DMSO 0.3%",1,0.111111111111111,"Mo_72",-0.954242509439325,1.03578010987151,0,1.03578010987151,NA
"221","VC DMSO 0.3%",1,0.333333333333333,"Mo_72",-0.477121254719663,0.970992065852379,0,0.970992065852379,NA
"222","VC DMSO 0.3%",1,1,"Mo_72",0,0.751438012245896,0,0.751438012245896,NA
"223","VC DMSO 0.3%",1,0.00411522633744856,"Pf_62",-2.38560627359831,1.06877732397508,0,1.06877732397508,NA
"224","VC DMSO 0.3%",1,0.0123456790123457,"Pf_62",-1.90848501887865,1.03936920174415,0,1.03936920174415,NA
"225","VC DMSO 0.3%",1,0.037037037037037,"Pf_62",-1.43136376415899,1.05318499435919,0,1.05318499435919,NA
"226","VC DMSO 0.3%",1,0.111111111111111,"Pf_62",-0.954242509439325,0.994249156813717,0,0.994249156813717,NA
"227","VC DMSO 0.3%",1,0.333333333333333,"Pf_62",-0.477121254719663,1.19070460735438,0,1.19070460735438,NA
"228","VC DMSO 0.3%",1,1,"Pf_62",0,1.05719951818982,0,1.05719951818982,NA
"229","VC DMSO 0.3%",1,0.00411522633744856,"Pf_63",-2.38560627359831,0.962769069783395,0,0.962769069783395,NA
