"","vc","conc","cond","log10conc","Mm_in_broth_median","Mm_in_broth_mad","Mm_in_broth_mean","Mm_in_broth_sd"
"43","VC DMSO 0.3%",0.00411522633744856,"Sp_35",-2.38560627359831,0.998598049339877,0,0.998598049339877,NA
"44","VC DMSO 0.3%",0.0123456790123457,"Sp_35",-1.90848501887865,0.912267816454623,0,0.912267816454623,NA
"45","VC DMSO 0.3%",0.037037037037037,"Sp_35",-1.43136376415899,0.905068417725632,0,0.905068417725632,NA
"46","VC DMSO 0.3%",0.111111111111111,"Sp_35",-0.954242509439325,0.870228120233493,0,0.870228120233493,NA
"47","VC DMSO 0.3%",0.333333333333333,"Sp_35",-0.477121254719663,0.780350853170656,0,0.780350853170656,NA
"48","VC DMSO 0.3%",1,"Sp_35",0,0.847370939668074,0,0.847370939668074,NA
"49","VC DMSO 0.3%",0.00411522633744856,"Sp_36",-2.38560627359831,0.98389292804222,0,0.98389292804222,NA
"50","VC DMSO 0.3%",0.0123456790123457,"Sp_36",-1.90848501887865,0.962445762484875,0,0.962445762484875,NA
"51","VC DMSO 0.3%",0.037037037037037,"Sp_36",-1.43136376415899,0.978280849606281,0,0.978280849606281,NA
"52","VC DMSO 0.3%",0.111111111111111,"Sp_36",-0.954242509439325,0.905867311879435,0,0.905867311879435,NA
"53","VC DMSO 0.3%",0.333333333333333,"Sp_36",-0.477121254719663,0.790782322546477,0,0.790782322546477,NA
"54","VC DMSO 0.3%",1,"Sp_36",0,0.521454315009389,0,0.521454315009389,NA
"55","VC DMSO 0.3%",0.00411522633744856,"Tt_07",-2.38560627359831,1.05188567039336,0,1.05188567039336,NA
"56","VC DMSO 0.3%",0.0123456790123457,"Tt_07",-1.90848501887865,1.03537636629171,0,1.03537636629171,NA
"57","VC DMSO 0.3%",0.037037037037037,"Tt_07",-1.43136376415899,1.00875879199885,0,1.00875879199885,NA
"58","VC DMSO 0.3%",0.111111111111111,"Tt_07",-0.954242509439325,0.972437033188572,0,0.972437033188572,NA
"59","VC DMSO 0.3%",0.333333333333333,"Tt_07",-0.477121254719663,0.966601496474812,0,0.966601496474812,NA
"60","VC DMSO 0.3%",1,"Tt_07",0,0.933591896270288,0,0.933591896270288,NA
