"","vc","br","conc","cond","log10conc","Mm_in_broth_median","Mm_in_broth_mad","Mm_in_broth_mean","Mm_in_broth_sd"
"66","VC DMSO 0.3%",3,1,"Gc_33",0,0.96272035682646,0,0.96272035682646,NA
"67","VC DMSO 0.3%",3,0.00411522633744856,"Gc_34",-2.38560627359831,1.05140591599057,0,1.05140591599057,NA
"68","VC DMSO 0.3%",3,0.0123456790123457,"Gc_34",-1.90848501887865,1.0072586806012,0,1.0072586806012,NA
"69","VC DMSO 0.3%",3,0.037037037037037,"Gc_34",-1.43136376415899,1.00165718364796,0,1.00165718364796,NA
"70","VC DMSO 0.3%",3,0.111111111111111,"Gc_34",-0.954242509439325,1.00081035106923,0,1.00081035106923,NA
"71","VC DMSO 0.3%",3,0.333333333333333,"Gc_34",-0.477121254719663,0.980117774097138,0,0.980117774097138,NA
"72","VC DMSO 0.3%",3,1,"Gc_34",0,1.0351308894793,0,1.0351308894793,NA
"73","VC DMSO 0.3%",3,0.00411522633744856,"Gc_35",-2.38560627359831,1.02103100455029,0,1.02103100455029,NA
"74","VC DMSO 0.3%",3,0.0123456790123457,"Gc_35",-1.90848501887865,1.01671031206587,0,1.01671031206587,NA
"75","VC DMSO 0.3%",3,0.037037037037037,"Gc_35",-1.43136376415899,0.990006331495439,0,0.990006331495439,NA
"76","VC DMSO 0.3%",3,0.111111111111111,"Gc_35",-0.954242509439325,1.02877556516786,0,1.02877556516786,NA
"77","VC DMSO 0.3%",3,0.333333333333333,"Gc_35",-0.477121254719663,0.925117413450747,0,0.925117413450747,NA
"78","VC DMSO 0.3%",3,1,"Gc_35",0,1.05551001409231,0,1.05551001409231,NA
"79","VC DMSO 0.3%",3,0.00411522633744856,"Gc_36",-2.38560627359831,1.01749158616406,0,1.01749158616406,NA
"80","VC DMSO 0.3%",3,0.0123456790123457,"Gc_36",-1.90848501887865,0.95557971482996,0,0.95557971482996,NA
"81","VC DMSO 0.3%",3,0.037037037037037,"Gc_36",-1.43136376415899,0.96452518733248,0,0.96452518733248,NA
"82","VC DMSO 0.3%",3,0.111111111111111,"Gc_36",-0.954242509439325,0.926943664794451,0,0.926943664794451,NA
"83","VC DMSO 0.3%",3,0.333333333333333,"Gc_36",-0.477121254719663,0.895892077395738,0,0.895892077395738,NA
"84","VC DMSO 0.3%",3,1,"Gc_36",0,0.832802874795172,0,0.832802874795172,NA
"85","VC DMSO 0.3%",3,0.00411522633744856,"Gc_37",-2.38560627359831,1.04917370679192,0,1.04917370679192,NA
"86","VC DMSO 0.3%",3,0.0123456790123457,"Gc_37",-1.90848501887865,1.03782162489472,0,1.03782162489472,NA
"87","VC DMSO 0.3%",3,0.037037037037037,"Gc_37",-1.43136376415899,1.05158883675205,0,1.05158883675205,NA
"88","VC DMSO 0.3%",3,0.111111111111111,"Gc_37",-0.954242509439325,1.02877344152366,0,1.02877344152366,NA
"89","VC DMSO 0.3%",3,0.333333333333333,"Gc_37",-0.477121254719663,1.0217763779235,0,1.0217763779235,NA
"90","VC DMSO 0.3%",3,1,"Gc_37",0,1.01367122202567,0,1.01367122202567,NA
"91","VC DMSO 0.3%",3,0.00411522633744856,"Ko_09",-2.38560627359831,1.02394971836835,0,1.02394971836835,NA
"92","VC DMSO 0.3%",3,0.0123456790123457,"Ko_09",-1.90848501887865,1.03076651056455,0,1.03076651056455,NA
"93","VC DMSO 0.3%",3,0.037037037037037,"Ko_09",-1.43136376415899,1.00483670770502,0,1.00483670770502,NA
"94","VC DMSO 0.3%",3,0.111111111111111,"Ko_09",-0.954242509439325,0.970737830722395,0,0.970737830722395,NA
"95","VC DMSO 0.3%",3,0.333333333333333,"Ko_09",-0.477121254719663,1.04251996641336,0,1.04251996641336,NA
"96","VC DMSO 0.3%",3,1,"Ko_09",0,0.961097058792841,0,0.961097058792841,NA
"97","VC DMSO 0.3%",3,0.00411522633744856,"Ko_11",-2.38560627359831,0.96203195478788,0,0.96203195478788,NA
"98","VC DMSO 0.3%",3,0.0123456790123457,"Ko_11",-1.90848501887865,1.0403592166045,0,1.0403592166045,NA
"99","VC DMSO 0.3%",3,0.037037037037037,"Ko_11",-1.43136376415899,1.05560770024046,0,1.05560770024046,NA
"100","VC DMSO 0.3%",3,0.111111111111111,"Ko_11",-0.954242509439325,1.01880459379135,0,1.01880459379135,NA
"101","VC DMSO 0.3%",3,0.333333333333333,"Ko_11",-0.477121254719663,0.953128663106413,0,0.953128663106413,NA
"102","VC DMSO 0.3%",3,1,"Ko_11",0,0.953430101282582,0,0.953430101282582,NA
"103","VC DMSO 0.3%",3,0.00411522633744856,"Ko_15",-2.38560627359831,0.93909870869187,0,0.93909870869187,NA
"104","VC DMSO 0.3%",3,0.0123456790123457,"Ko_15",-1.90848501887865,0.945104767290614,0,0.945104767290614,NA
"105","VC DMSO 0.3%",3,0.037037037037037,"Ko_15",-1.43136376415899,0.989976310146255,0,0.989976310146255,NA
"106","VC DMSO 0.3%",3,0.111111111111111,"Ko_15",-0.954242509439325,0.988234765722473,0,0.988234765722473,NA
"107","VC DMSO 0.3%",3,0.333333333333333,"Ko_15",-0.477121254719663,1.0123760176156,0,1.0123760176156,NA
"108","VC DMSO 0.3%",3,1,"Ko_15",0,0.958571053814524,0,0.958571053814524,NA
"109","VC DMSO 0.3%",3,0.00411522633744856,"Ko_16",-2.38560627359831,0.966601169086205,0,0.966601169086205,NA
"110","VC DMSO 0.3%",3,0.0123456790123457,"Ko_16",-1.90848501887865,1.06439077484935,0,1.06439077484935,NA
"111","VC DMSO 0.3%",3,0.037037037037037,"Ko_16",-1.43136376415899,0.970154896577151,0,0.970154896577151,NA
"112","VC DMSO 0.3%",3,0.111111111111111,"Ko_16",-0.954242509439325,0.961568893674954,0,0.961568893674954,NA
"113","VC DMSO 0.3%",3,0.333333333333333,"Ko_16",-0.477121254719663,0.904876225221314,0,0.904876225221314,NA
"114","VC DMSO 0.3%",3,1,"Ko_16",0,0.888578033414987,0,0.888578033414987,NA
"115","VC DMSO 0.3%",3,0.00411522633744856,"Ko_17",-2.38560627359831,1.00717051298276,0,1.00717051298276,NA
"116","VC DMSO 0.3%",3,0.0123456790123457,"Ko_17",-1.90848501887865,1.01544401619563,0,1.01544401619563,NA
"117","VC DMSO 0.3%",3,0.037037037037037,"Ko_17",-1.43136376415899,0.996356138292137,0,0.996356138292137,NA
"118","VC DMSO 0.3%",3,0.111111111111111,"Ko_17",-0.954242509439325,0.973596497881914,0,0.973596497881914,NA
"119","VC DMSO 0.3%",3,0.333333333333333,"Ko_17",-0.477121254719663,1.00088672107685,0,1.00088672107685,NA
"120","VC DMSO 0.3%",3,1,"Ko_17",0,1.03186972590588,0,1.03186972590588,NA
"121","VC DMSO 0.3%",3,0.00411522633744856,"Ko_18",-2.38560627359831,0.942028506051576,0,0.942028506051576,NA
"122","VC DMSO 0.3%",3,0.0123456790123457,"Ko_18",-1.90848501887865,0.916110013701263,0,0.916110013701263,NA
"123","VC DMSO 0.3%",3,0.037037037037037,"Ko_18",-1.43136376415899,0.935607277239246,0,0.935607277239246,NA
"124","VC DMSO 0.3%",3,0.111111111111111,"Ko_18",-0.954242509439325,1.01380132047907,0,1.01380132047907,NA
"125","VC DMSO 0.3%",3,0.333333333333333,"Ko_18",-0.477121254719663,0.991300895842116,0,0.991300895842116,NA
"126","VC DMSO 0.3%",3,1,"Ko_18",0,1.00841140581118,0,1.00841140581118,NA
"127","VC DMSO 0.3%",3,0.00411522633744856,"Ko_20",-2.38560627359831,1.08207900514489,0,1.08207900514489,NA
"128","VC DMSO 0.3%",3,0.0123456790123457,"Ko_20",-1.90848501887865,1.06691171600054,0,1.06691171600054,NA
"129","VC DMSO 0.3%",3,0.037037037037037,"Ko_20",-1.43136376415899,1.01869593399642,0,1.01869593399642,NA
"130","VC DMSO 0.3%",3,0.111111111111111,"Ko_20",-0.954242509439325,1.03506984782662,0,1.03506984782662,NA
"131","VC DMSO 0.3%",3,0.333333333333333,"Ko_20",-0.477121254719663,1.03456516724754,0,1.03456516724754,NA
"132","VC DMSO 0.3%",3,1,"Ko_20",0,1.07875576037267,0,1.07875576037267,NA
"133","VC DMSO 0.3%",3,0.00411522633744856,"Ko_21",-2.38560627359831,0.977289065171504,0,0.977289065171504,NA
"134","VC DMSO 0.3%",3,0.0123456790123457,"Ko_21",-1.90848501887865,0.964760127723946,0,0.964760127723946,NA
"135","VC DMSO 0.3%",3,0.037037037037037,"Ko_21",-1.43136376415899,0.971446089824293,0,0.971446089824293,NA
"136","VC DMSO 0.3%",3,0.111111111111111,"Ko_21",-0.954242509439325,0.928369324568748,0,0.928369324568748,NA
"137","VC DMSO 0.3%",3,0.333333333333333,"Ko_21",-0.477121254719663,0.906943291877084,0,0.906943291877084,NA
"138","VC DMSO 0.3%",3,1,"Ko_21",0,0.8077821171415,0,0.8077821171415,NA
"139","VC DMSO 0.3%",3,0.00411522633744856,"Ko_22",-2.38560627359831,1.00275209252084,0,1.00275209252084,NA
"140","VC DMSO 0.3%",3,0.0123456790123457,"Ko_22",-1.90848501887865,1.04863803313555,0,1.04863803313555,NA
"141","VC DMSO 0.3%",3,0.037037037037037,"Ko_22",-1.43136376415899,0.987975808103152,0,0.987975808103152,NA
"142","VC DMSO 0.3%",3,0.111111111111111,"Ko_22",-0.954242509439325,1.00270986170257,0,1.00270986170257,NA
"143","VC DMSO 0.3%",3,0.333333333333333,"Ko_22",-0.477121254719663,1.00552522879639,0,1.00552522879639,NA
"144","VC DMSO 0.3%",3,1,"Ko_22",0,0.987689649522254,0,0.987689649522254,NA
"145","VC DMSO 0.3%",3,0.00411522633744856,"Ko_25",-2.38560627359831,1.00777089095928,0,1.00777089095928,NA
"146","VC DMSO 0.3%",3,0.0123456790123457,"Ko_25",-1.90848501887865,1.00962779356761,0,1.00962779356761,NA
"147","VC DMSO 0.3%",3,0.037037037037037,"Ko_25",-1.43136376415899,1.00837996548156,0,1.00837996548156,NA
"148","VC DMSO 0.3%",3,0.111111111111111,"Ko_25",-0.954242509439325,0.985998188697576,0,0.985998188697576,NA
"149","VC DMSO 0.3%",3,0.333333333333333,"Ko_25",-0.477121254719663,0.951913805957881,0,0.951913805957881,NA
"150","VC DMSO 0.3%",3,1,"Ko_25",0,0.9122007416391,0,0.9122007416391,NA
"151","VC DMSO 0.3%",3,0.00411522633744856,"Ko_26",-2.38560627359831,1.02581140684897,0,1.02581140684897,NA
"152","VC DMSO 0.3%",3,0.0123456790123457,"Ko_26",-1.90848501887865,1.04771060751688,0,1.04771060751688,NA
"153","VC DMSO 0.3%",3,0.037037037037037,"Ko_26",-1.43136376415899,0.997173341579072,0,0.997173341579072,NA
"154","VC DMSO 0.3%",3,0.111111111111111,"Ko_26",-0.954242509439325,0.952796037556837,0,0.952796037556837,NA
"155","VC DMSO 0.3%",3,0.333333333333333,"Ko_26",-0.477121254719663,0.89092137281564,0,0.89092137281564,NA
"156","VC DMSO 0.3%",3,1,"Ko_26",0,0.92091217023492,0,0.92091217023492,NA
"157","VC DMSO 0.3%",3,0.00411522633744856,"Ko_29",-2.38560627359831,1.02338944855595,0,1.02338944855595,NA
"158","VC DMSO 0.3%",3,0.0123456790123457,"Ko_29",-1.90848501887865,1.04118698885775,0,1.04118698885775,NA
"159","VC DMSO 0.3%",3,0.037037037037037,"Ko_29",-1.43136376415899,1.07612026346752,0,1.07612026346752,NA
"160","VC DMSO 0.3%",3,0.111111111111111,"Ko_29",-0.954242509439325,1.00942451403805,0,1.00942451403805,NA
"161","VC DMSO 0.3%",3,0.333333333333333,"Ko_29",-0.477121254719663,0.994202702185198,0,0.994202702185198,NA
"162","VC DMSO 0.3%",3,1,"Ko_29",0,0.927580702859632,0,0.927580702859632,NA
"163","VC DMSO 0.3%",3,0.00411522633744856,"Ko_30",-2.38560627359831,1.08976208081761,0,1.08976208081761,NA
"164","VC DMSO 0.3%",3,0.0123456790123457,"Ko_30",-1.90848501887865,1.01320043361998,0,1.01320043361998,NA
"165","VC DMSO 0.3%",3,0.037037037037037,"Ko_30",-1.43136376415899,1.03660022974368,0,1.03660022974368,NA
"166","VC DMSO 0.3%",3,0.111111111111111,"Ko_30",-0.954242509439325,0.978670875900749,0,0.978670875900749,NA
"167","VC DMSO 0.3%",3,0.333333333333333,"Ko_30",-0.477121254719663,0.968955914782817,0,0.968955914782817,NA
"168","VC DMSO 0.3%",3,1,"Ko_30",0,0.893525991736108,0,0.893525991736108,NA
"169","VC DMSO 0.3%",3,0.00411522633744856,"Ko_43",-2.38560627359831,0.988229133610144,0,0.988229133610144,NA
"170","VC DMSO 0.3%",3,0.0123456790123457,"Ko_43",-1.90848501887865,0.956772050211973,0,0.956772050211973,NA
"171","VC DMSO 0.3%",3,0.037037037037037,"Ko_43",-1.43136376415899,0.956021524155201,0,0.956021524155201,NA
"172","VC DMSO 0.3%",3,0.111111111111111,"Ko_43",-0.954242509439325,0.898369838524058,0,0.898369838524058,NA
"173","VC DMSO 0.3%",3,0.333333333333333,"Ko_43",-0.477121254719663,0.818055091761748,0,0.818055091761748,NA
"174","VC DMSO 0.3%",3,1,"Ko_43",0,0.76404224645948,0,0.76404224645948,NA
"175","VC DMSO 0.3%",3,0.00411522633744856,"Ko_44",-2.38560627359831,1.08176166488333,0,1.08176166488333,NA
"176","VC DMSO 0.3%",3,0.0123456790123457,"Ko_44",-1.90848501887865,0.945552689642017,0,0.945552689642017,NA
"177","VC DMSO 0.3%",3,0.037037037037037,"Ko_44",-1.43136376415899,1.04956712747324,0,1.04956712747324,NA
"178","VC DMSO 0.3%",3,0.111111111111111,"Ko_44",-0.954242509439325,1.06464309570927,0,1.06464309570927,NA
"179","VC DMSO 0.3%",3,0.333333333333333,"Ko_44",-0.477121254719663,1.12362515879319,0,1.12362515879319,NA
"180","VC DMSO 0.3%",3,1,"Ko_44",0,1.01544847584845,0,1.01544847584845,NA
"181","VC DMSO 0.3%",3,0.00411522633744856,"Ko_58",-2.38560627359831,1.01368808420614,0,1.01368808420614,NA
"182","VC DMSO 0.3%",3,0.0123456790123457,"Ko_58",-1.90848501887865,0.966641775242409,0,0.966641775242409,NA
"183","VC DMSO 0.3%",3,0.037037037037037,"Ko_58",-1.43136376415899,0.988201230459918,0,0.988201230459918,NA
"184","VC DMSO 0.3%",3,0.111111111111111,"Ko_58",-0.954242509439325,0.909936012220422,0,0.909936012220422,NA
"185","VC DMSO 0.3%",3,0.333333333333333,"Ko_58",-0.477121254719663,0.910974446265693,0,0.910974446265693,NA
"186","VC DMSO 0.3%",3,1,"Ko_58",0,0.889580233090477,0,0.889580233090477,NA
"187","VC DMSO 0.3%",3,0.00411522633744856,"Mo_07",-2.38560627359831,1.03336526025717,0,1.03336526025717,NA
"188","VC DMSO 0.3%",3,0.0123456790123457,"Mo_07",-1.90848501887865,1.00581630863808,0,1.00581630863808,NA
"189","VC DMSO 0.3%",3,0.037037037037037,"Mo_07",-1.43136376415899,1.00570104747784,0,1.00570104747784,NA
"190","VC DMSO 0.3%",3,0.111111111111111,"Mo_07",-0.954242509439325,0.954903916050434,0,0.954903916050434,NA
"191","VC DMSO 0.3%",3,0.333333333333333,"Mo_07",-0.477121254719663,0.927489390614211,0,0.927489390614211,NA
"192","VC DMSO 0.3%",3,1,"Mo_07",0,0.931527634707304,0,0.931527634707304,NA
"193","VC DMSO 0.3%",3,0.00411522633744856,"Mo_62",-2.38560627359831,0.933095381129269,0,0.933095381129269,NA
"194","VC DMSO 0.3%",3,0.0123456790123457,"Mo_62",-1.90848501887865,1.00763582892071,0,1.00763582892071,NA
"195","VC DMSO 0.3%",3,0.037037037037037,"Mo_62",-1.43136376415899,1.03119872661175,0,1.03119872661175,NA
"196","VC DMSO 0.3%",3,0.111111111111111,"Mo_62",-0.954242509439325,1.02843905097329,0,1.02843905097329,NA
"197","VC DMSO 0.3%",3,0.333333333333333,"Mo_62",-0.477121254719663,0.889043515185289,0,0.889043515185289,NA
"198","VC DMSO 0.3%",3,1,"Mo_62",0,0.392256693867075,0,0.392256693867075,NA
"199","VC DMSO 0.3%",3,0.00411522633744856,"Mo_63",-2.38560627359831,1.11150344521923,0,1.11150344521923,NA
"200","VC DMSO 0.3%",3,0.0123456790123457,"Mo_63",-1.90848501887865,1.07418137928266,0,1.07418137928266,NA
"201","VC DMSO 0.3%",3,0.037037037037037,"Mo_63",-1.43136376415899,1.02800581740845,0,1.02800581740845,NA
"202","VC DMSO 0.3%",3,0.111111111111111,"Mo_63",-0.954242509439325,1.00461322880447,0,1.00461322880447,NA
"203","VC DMSO 0.3%",3,0.333333333333333,"Mo_63",-0.477121254719663,1.01508766077844,0,1.01508766077844,NA
"204","VC DMSO 0.3%",3,1,"Mo_63",0,1.05965221997443,0,1.05965221997443,NA
"205","VC DMSO 0.3%",3,0.00411522633744856,"Mo_64",-2.38560627359831,1.01655430911341,0,1.01655430911341,NA
"206","VC DMSO 0.3%",3,0.0123456790123457,"Mo_64",-1.90848501887865,1.02609225557684,0,1.02609225557684,NA
"207","VC DMSO 0.3%",3,0.037037037037037,"Mo_64",-1.43136376415899,1.00222027087784,0,1.00222027087784,NA
"208","VC DMSO 0.3%",3,0.111111111111111,"Mo_64",-0.954242509439325,0.908225792043619,0,0.908225792043619,NA
"209","VC DMSO 0.3%",3,0.333333333333333,"Mo_64",-0.477121254719663,0.898754346087512,0,0.898754346087512,NA
"210","VC DMSO 0.3%",3,1,"Mo_64",0,0.724790977482478,0,0.724790977482478,NA
"211","VC DMSO 0.3%",3,0.00411522633744856,"Mo_71",-2.38560627359831,1.0042880857593,0,1.0042880857593,NA
"212","VC DMSO 0.3%",3,0.0123456790123457,"Mo_71",-1.90848501887865,1.02407427034822,0,1.02407427034822,NA
"213","VC DMSO 0.3%",3,0.037037037037037,"Mo_71",-1.43136376415899,1.03160394119123,0,1.03160394119123,NA
"214","VC DMSO 0.3%",3,0.111111111111111,"Mo_71",-0.954242509439325,1.01639618523936,0,1.01639618523936,NA
"215","VC DMSO 0.3%",3,0.333333333333333,"Mo_71",-0.477121254719663,0.975798366689726,0,0.975798366689726,NA
"216","VC DMSO 0.3%",3,1,"Mo_71",0,0.89819162888655,0,0.89819162888655,NA
"217","VC DMSO 0.3%",3,0.00411522633744856,"Mo_72",-2.38560627359831,1.02079705172763,0,1.02079705172763,NA
"218","VC DMSO 0.3%",3,0.0123456790123457,"Mo_72",-1.90848501887865,1.08247238399685,0,1.08247238399685,NA
"219","VC DMSO 0.3%",3,0.037037037037037,"Mo_72",-1.43136376415899,0.986839589647869,0,0.986839589647869,NA
"220","VC DMSO 0.3%",3,0.111111111111111,"Mo_72",-0.954242509439325,1.01504373030228,0,1.01504373030228,NA
"221","VC DMSO 0.3%",3,0.333333333333333,"Mo_72",-0.477121254719663,0.875184803221704,0,0.875184803221704,NA
"222","VC DMSO 0.3%",3,1,"Mo_72",0,0.818487468443576,0,0.818487468443576,NA
"223","VC DMSO 0.3%",3,0.00411522633744856,"Pf_62",-2.38560627359831,1.0388614185178,0,1.0388614185178,NA
"224","VC DMSO 0.3%",3,0.0123456790123457,"Pf_62",-1.90848501887865,0.930180386411177,0,0.930180386411177,NA
"225","VC DMSO 0.3%",3,0.037037037037037,"Pf_62",-1.43136376415899,0.977695753678859,0,0.977695753678859,NA
"226","VC DMSO 0.3%",3,0.111111111111111,"Pf_62",-0.954242509439325,0.938349125899439,0,0.938349125899439,NA
"227","VC DMSO 0.3%",3,0.333333333333333,"Pf_62",-0.477121254719663,1.03543479335985,0,1.03543479335985,NA
"228","VC DMSO 0.3%",3,1,"Pf_62",0,0.994684534035755,0,0.994684534035755,NA
"229","VC DMSO 0.3%",3,0.00411522633744856,"Pf_63",-2.38560627359831,1.0528310332208,0,1.0528310332208,NA
"230","VC DMSO 0.3%",3,0.0123456790123457,"Pf_63",-1.90848501887865,0.963957658270574,0,0.963957658270574,NA
