"","vc","conc","cond","log10conc","Mm_in_broth_median","Mm_in_broth_mad","Mm_in_broth_mean","Mm_in_broth_sd"
"114","VC DMSO 0.3%",1,"Ko_16",0,0.918582732499643,0,0.918582732499643,NA
"115","VC DMSO 0.3%",0.00411522633744856,"Ko_17",-2.38560627359831,1.03980744616605,0,1.03980744616605,NA
"116","VC DMSO 0.3%",0.0123456790123457,"Ko_17",-1.90848501887865,1.06420163815887,0,1.06420163815887,NA
"117","VC DMSO 0.3%",0.037037037037037,"Ko_17",-1.43136376415899,1.00753352902749,0,1.00753352902749,NA
"118","VC DMSO 0.3%",0.111111111111111,"Ko_17",-0.954242509439325,1.01995006822383,0,1.01995006822383,NA
"119","VC DMSO 0.3%",0.333333333333333,"Ko_17",-0.477121254719663,1.08549753376584,0,1.08549753376584,NA
"120","VC DMSO 0.3%",1,"Ko_17",0,1.08457948710867,0,1.08457948710867,NA
"121","VC DMSO 0.3%",0.00411522633744856,"Ko_18",-2.38560627359831,0.983890429260335,0,0.983890429260335,NA
"122","VC DMSO 0.3%",0.0123456790123457,"Ko_18",-1.90848501887865,1.01256199064609,0,1.01256199064609,NA
"123","VC DMSO 0.3%",0.037037037037037,"Ko_18",-1.43136376415899,0.983693587383228,0,0.983693587383228,NA
"124","VC DMSO 0.3%",0.111111111111111,"Ko_18",-0.954242509439325,1.01472554138411,0,1.01472554138411,NA
"125","VC DMSO 0.3%",0.333333333333333,"Ko_18",-0.477121254719663,1.02067725743603,0,1.02067725743603,NA
"126","VC DMSO 0.3%",1,"Ko_18",0,0.986585029998073,0,0.986585029998073,NA
"127","VC DMSO 0.3%",0.00411522633744856,"Ko_20",-2.38560627359831,1.07055733340805,0,1.07055733340805,NA
"128","VC DMSO 0.3%",0.0123456790123457,"Ko_20",-1.90848501887865,1.07168927619294,0,1.07168927619294,NA
"129","VC DMSO 0.3%",0.037037037037037,"Ko_20",-1.43136376415899,1.02658579977692,0,1.02658579977692,NA
"130","VC DMSO 0.3%",0.111111111111111,"Ko_20",-0.954242509439325,1.00728008400568,0,1.00728008400568,NA
"131","VC DMSO 0.3%",0.333333333333333,"Ko_20",-0.477121254719663,1.03106686741166,0,1.03106686741166,NA
"132","VC DMSO 0.3%",1,"Ko_20",0,1.12401169883786,0,1.12401169883786,NA
"133","VC DMSO 0.3%",0.00411522633744856,"Ko_21",-2.38560627359831,1.02733725309061,0,1.02733725309061,NA
"134","VC DMSO 0.3%",0.0123456790123457,"Ko_21",-1.90848501887865,1.02205494608593,0,1.02205494608593,NA
"135","VC DMSO 0.3%",0.037037037037037,"Ko_21",-1.43136376415899,0.976835751981631,0,0.976835751981631,NA
"136","VC DMSO 0.3%",0.111111111111111,"Ko_21",-0.954242509439325,1.23991055042891,0,1.23991055042891,NA
"137","VC DMSO 0.3%",0.333333333333333,"Ko_21",-0.477121254719663,0.963106359580215,0,0.963106359580215,NA
"138","VC DMSO 0.3%",1,"Ko_21",0,0.889255861476957,0,0.889255861476957,NA
"139","VC DMSO 0.3%",0.00411522633744856,"Ko_22",-2.38560627359831,0.97511964048837,0,0.97511964048837,NA
"140","VC DMSO 0.3%",0.0123456790123457,"Ko_22",-1.90848501887865,0.987831829941476,0,0.987831829941476,NA
"141","VC DMSO 0.3%",0.037037037037037,"Ko_22",-1.43136376415899,1.06787860711333,0,1.06787860711333,NA
"142","VC DMSO 0.3%",0.111111111111111,"Ko_22",-0.954242509439325,1.02133072565075,0,1.02133072565075,NA
"143","VC DMSO 0.3%",0.333333333333333,"Ko_22",-0.477121254719663,1.66511663518064,0,1.66511663518064,NA
"144","VC DMSO 0.3%",1,"Ko_22",0,0.969014941450737,0,0.969014941450737,NA
"145","VC DMSO 0.3%",0.00411522633744856,"Ko_25",-2.38560627359831,1.07087879423661,0,1.07087879423661,NA
"146","VC DMSO 0.3%",0.0123456790123457,"Ko_25",-1.90848501887865,1.00365434571296,0,1.00365434571296,NA
"147","VC DMSO 0.3%",0.037037037037037,"Ko_25",-1.43136376415899,1.01569690946601,0,1.01569690946601,NA
"148","VC DMSO 0.3%",0.111111111111111,"Ko_25",-0.954242509439325,1.11476480955444,0,1.11476480955444,NA
"149","VC DMSO 0.3%",0.333333333333333,"Ko_25",-0.477121254719663,0.989457272612569,0,0.989457272612569,NA
"150","VC DMSO 0.3%",1,"Ko_25",0,1.00249307649922,0,1.00249307649922,NA
"151","VC DMSO 0.3%",0.00411522633744856,"Ko_26",-2.38560627359831,1.0514608786613,0,1.0514608786613,NA
"152","VC DMSO 0.3%",0.0123456790123457,"Ko_26",-1.90848501887865,1.11056187269245,0,1.11056187269245,NA
"153","VC DMSO 0.3%",0.037037037037037,"Ko_26",-1.43136376415899,0.974474978767065,0,0.974474978767065,NA
"154","VC DMSO 0.3%",0.111111111111111,"Ko_26",-0.954242509439325,0.990339581944784,0,0.990339581944784,NA
"155","VC DMSO 0.3%",0.333333333333333,"Ko_26",-0.477121254719663,0.911191530306896,0,0.911191530306896,NA
"156","VC DMSO 0.3%",1,"Ko_26",0,0.900468408285004,0,0.900468408285004,NA
"157","VC DMSO 0.3%",0.00411522633744856,"Ko_29",-2.38560627359831,0.960497709954617,0,0.960497709954617,NA
"158","VC DMSO 0.3%",0.0123456790123457,"Ko_29",-1.90848501887865,0.955509890123187,0,0.955509890123187,NA
"159","VC DMSO 0.3%",0.037037037037037,"Ko_29",-1.43136376415899,1.06955659632692,0,1.06955659632692,NA
"160","VC DMSO 0.3%",0.111111111111111,"Ko_29",-0.954242509439325,1.04436908888242,0,1.04436908888242,NA
"161","VC DMSO 0.3%",0.333333333333333,"Ko_29",-0.477121254719663,1.11466559219507,0,1.11466559219507,NA
"162","VC DMSO 0.3%",1,"Ko_29",0,0.96338722980742,0,0.96338722980742,NA
"163","VC DMSO 0.3%",0.00411522633744856,"Ko_30",-2.38560627359831,1.04218953928439,0,1.04218953928439,NA
"164","VC DMSO 0.3%",0.0123456790123457,"Ko_30",-1.90848501887865,1.00396245312639,0,1.00396245312639,NA
"165","VC DMSO 0.3%",0.037037037037037,"Ko_30",-1.43136376415899,1.01221322092049,0,1.01221322092049,NA
"166","VC DMSO 0.3%",0.111111111111111,"Ko_30",-0.954242509439325,0.963967257533018,0,0.963967257533018,NA
"167","VC DMSO 0.3%",0.333333333333333,"Ko_30",-0.477121254719663,0.995173396087871,0,0.995173396087871,NA
"168","VC DMSO 0.3%",1,"Ko_30",0,0.916343856012945,0,0.916343856012945,NA
"169","VC DMSO 0.3%",0.00411522633744856,"Ko_43",-2.38560627359831,1.06763024494388,0,1.06763024494388,NA
"170","VC DMSO 0.3%",0.0123456790123457,"Ko_43",-1.90848501887865,1.03051071229211,0,1.03051071229211,NA
"171","VC DMSO 0.3%",0.037037037037037,"Ko_43",-1.43136376415899,0.994919851988571,0,0.994919851988571,NA
"172","VC DMSO 0.3%",0.111111111111111,"Ko_43",-0.954242509439325,1.00600757282136,0,1.00600757282136,NA
"173","VC DMSO 0.3%",0.333333333333333,"Ko_43",-0.477121254719663,0.879553711402138,0,0.879553711402138,NA
"174","VC DMSO 0.3%",1,"Ko_43",0,0.829571976102156,0,0.829571976102156,NA
"175","VC DMSO 0.3%",0.00411522633744856,"Ko_44",-2.38560627359831,1.06078861618628,0,1.06078861618628,NA
"176","VC DMSO 0.3%",0.0123456790123457,"Ko_44",-1.90848501887865,0.98407126036786,0,0.98407126036786,NA
"177","VC DMSO 0.3%",0.037037037037037,"Ko_44",-1.43136376415899,1.10655494074354,0,1.10655494074354,NA
"178","VC DMSO 0.3%",0.111111111111111,"Ko_44",-0.954242509439325,1.13649111498825,0,1.13649111498825,NA
"179","VC DMSO 0.3%",0.333333333333333,"Ko_44",-0.477121254719663,1.15248172014791,0,1.15248172014791,NA
"180","VC DMSO 0.3%",1,"Ko_44",0,0.996912123600863,0,0.996912123600863,NA
"181","VC DMSO 0.3%",0.00411522633744856,"Ko_58",-2.38560627359831,1.04796505375733,0,1.04796505375733,NA
"182","VC DMSO 0.3%",0.0123456790123457,"Ko_58",-1.90848501887865,1.03949842653025,0,1.03949842653025,NA
"183","VC DMSO 0.3%",0.037037037037037,"Ko_58",-1.43136376415899,1.04323776007387,0,1.04323776007387,NA
"184","VC DMSO 0.3%",0.111111111111111,"Ko_58",-0.954242509439325,0.966676736871017,0,0.966676736871017,NA
"185","VC DMSO 0.3%",0.333333333333333,"Ko_58",-0.477121254719663,0.948193706564258,0,0.948193706564258,NA
"186","VC DMSO 0.3%",1,"Ko_58",0,0.931819081126042,0,0.931819081126042,NA
"187","VC DMSO 0.3%",0.00411522633744856,"Mo_07",-2.38560627359831,1.01741330501518,0,1.01741330501518,NA
"188","VC DMSO 0.3%",0.0123456790123457,"Mo_07",-1.90848501887865,1.02264420727569,0,1.02264420727569,NA
"189","VC DMSO 0.3%",0.037037037037037,"Mo_07",-1.43136376415899,0.98495435851903,0,0.98495435851903,NA
"190","VC DMSO 0.3%",0.111111111111111,"Mo_07",-0.954242509439325,0.908847112732647,0,0.908847112732647,NA
"191","VC DMSO 0.3%",0.333333333333333,"Mo_07",-0.477121254719663,0.866695187037247,0,0.866695187037247,NA
"192","VC DMSO 0.3%",1,"Mo_07",0,0.879462966814834,0,0.879462966814834,NA
"193","VC DMSO 0.3%",0.00411522633744856,"Mo_62",-2.38560627359831,1.01529523692438,0,1.01529523692438,NA
"194","VC DMSO 0.3%",0.0123456790123457,"Mo_62",-1.90848501887865,1.00705406875036,0,1.00705406875036,NA
"195","VC DMSO 0.3%",0.037037037037037,"Mo_62",-1.43136376415899,1.04007953219861,0,1.04007953219861,NA
"196","VC DMSO 0.3%",0.111111111111111,"Mo_62",-0.954242509439325,1.02272479654745,0,1.02272479654745,NA
"197","VC DMSO 0.3%",0.333333333333333,"Mo_62",-0.477121254719663,0.879350316474273,0,0.879350316474273,NA
"198","VC DMSO 0.3%",1,"Mo_62",0,0.482708743559707,0,0.482708743559707,NA
"199","VC DMSO 0.3%",0.00411522633744856,"Mo_63",-2.38560627359831,1.07891883156801,0,1.07891883156801,NA
"200","VC DMSO 0.3%",0.0123456790123457,"Mo_63",-1.90848501887865,1.12228568111644,0,1.12228568111644,NA
"201","VC DMSO 0.3%",0.037037037037037,"Mo_63",-1.43136376415899,1.03192138082145,0,1.03192138082145,NA
"202","VC DMSO 0.3%",0.111111111111111,"Mo_63",-0.954242509439325,0.998816174694473,0,0.998816174694473,NA
"203","VC DMSO 0.3%",0.333333333333333,"Mo_63",-0.477121254719663,1.06269519413586,0,1.06269519413586,NA
"204","VC DMSO 0.3%",1,"Mo_63",0,0.998665126887167,0,0.998665126887167,NA
"205","VC DMSO 0.3%",0.00411522633744856,"Mo_64",-2.38560627359831,1.04825457540014,0,1.04825457540014,NA
"206","VC DMSO 0.3%",0.0123456790123457,"Mo_64",-1.90848501887865,1.02398799090062,0,1.02398799090062,NA
"207","VC DMSO 0.3%",0.037037037037037,"Mo_64",-1.43136376415899,0.976912579603089,0,0.976912579603089,NA
"208","VC DMSO 0.3%",0.111111111111111,"Mo_64",-0.954242509439325,1.04343602679164,0,1.04343602679164,NA
"209","VC DMSO 0.3%",0.333333333333333,"Mo_64",-0.477121254719663,0.931045782873919,0,0.931045782873919,NA
"210","VC DMSO 0.3%",1,"Mo_64",0,0.768099253319168,0,0.768099253319168,NA
"211","VC DMSO 0.3%",0.00411522633744856,"Mo_71",-2.38560627359831,1.07870889904649,0,1.07870889904649,NA
"212","VC DMSO 0.3%",0.0123456790123457,"Mo_71",-1.90848501887865,1.05772132015731,0,1.05772132015731,NA
"213","VC DMSO 0.3%",0.037037037037037,"Mo_71",-1.43136376415899,1.05612602643557,0,1.05612602643557,NA
"214","VC DMSO 0.3%",0.111111111111111,"Mo_71",-0.954242509439325,1.08201660089206,0,1.08201660089206,NA
"215","VC DMSO 0.3%",0.333333333333333,"Mo_71",-0.477121254719663,1.03264633939656,0,1.03264633939656,NA
"216","VC DMSO 0.3%",1,"Mo_71",0,0.934954014896265,0,0.934954014896265,NA
"217","VC DMSO 0.3%",0.00411522633744856,"Mo_72",-2.38560627359831,1.09037482924162,0,1.09037482924162,NA
"218","VC DMSO 0.3%",0.0123456790123457,"Mo_72",-1.90848501887865,1.11050888068135,0,1.11050888068135,NA
"219","VC DMSO 0.3%",0.037037037037037,"Mo_72",-1.43136376415899,1.06625122495611,0,1.06625122495611,NA
"220","VC DMSO 0.3%",0.111111111111111,"Mo_72",-0.954242509439325,1.03618168202703,0,1.03618168202703,NA
"221","VC DMSO 0.3%",0.333333333333333,"Mo_72",-0.477121254719663,0.888914984755415,0,0.888914984755415,NA
"222","VC DMSO 0.3%",1,"Mo_72",0,0.798840139460319,0,0.798840139460319,NA
"223","VC DMSO 0.3%",0.00411522633744856,"Pf_62",-2.38560627359831,1.01710965228766,0,1.01710965228766,NA
"224","VC DMSO 0.3%",0.0123456790123457,"Pf_62",-1.90848501887865,0.992642425237882,0,0.992642425237882,NA
"225","VC DMSO 0.3%",0.037037037037037,"Pf_62",-1.43136376415899,1.01513228182779,0,1.01513228182779,NA
"226","VC DMSO 0.3%",0.111111111111111,"Pf_62",-0.954242509439325,1.03108911600849,0,1.03108911600849,NA
"227","VC DMSO 0.3%",0.333333333333333,"Pf_62",-0.477121254719663,1.09171127150363,0,1.09171127150363,NA
"228","VC DMSO 0.3%",1,"Pf_62",0,1.05879785252825,0,1.05879785252825,NA
"229","VC DMSO 0.3%",0.00411522633744856,"Pf_63",-2.38560627359831,0.947632031232388,0,0.947632031232388,NA
"230","VC DMSO 0.3%",0.0123456790123457,"Pf_63",-1.90848501887865,0.909409503145497,0,0.909409503145497,NA
"231","VC DMSO 0.3%",0.037037037037037,"Pf_63",-1.43136376415899,0.903914733722588,0,0.903914733722588,NA
"232","VC DMSO 0.3%",0.111111111111111,"Pf_63",-0.954242509439325,0.864878711825178,0,0.864878711825178,NA
"233","VC DMSO 0.3%",0.333333333333333,"Pf_63",-0.477121254719663,0.844334027539584,0,0.844334027539584,NA
"234","VC DMSO 0.3%",1,"Pf_63",0,0.767371082707725,0,0.767371082707725,NA
"235","VC DMSO 0.3%",0.00411522633744856,"Pf_64",-2.38560627359831,1.04464907704127,0,1.04464907704127,NA
"236","VC DMSO 0.3%",0.0123456790123457,"Pf_64",-1.90848501887865,0.979394562338004,0,0.979394562338004,NA
"237","VC DMSO 0.3%",0.037037037037037,"Pf_64",-1.43136376415899,1.01874116098412,0,1.01874116098412,NA
"238","VC DMSO 0.3%",0.111111111111111,"Pf_64",-0.954242509439325,0.926727388053628,0,0.926727388053628,NA
