"","vc","br","conc","cond","log10conc","Mm_in_broth_median","Mm_in_broth_mad","Mm_in_broth_mean","Mm_in_broth_sd"
"26","VC DMSO 0.3%",1,0.0123456790123457,"Sb_25",-1.90848501887865,0.919245881170563,0,0.919245881170563,NA
"27","VC DMSO 0.3%",1,0.037037037037037,"Sb_25",-1.43136376415899,0.903358836640949,0,0.903358836640949,NA
"28","VC DMSO 0.3%",1,0.111111111111111,"Sb_25",-0.954242509439325,0.897943941140698,0,0.897943941140698,NA
"29","VC DMSO 0.3%",1,0.333333333333333,"Sb_25",-0.477121254719663,0.85348430078533,0,0.85348430078533,NA
"30","VC DMSO 0.3%",1,1,"Sb_25",0,0.176017028245213,0,0.176017028245213,NA
"31","VC DMSO 0.3%",1,0.00411522633744856,"Sb_26",-2.38560627359831,0.874704102545909,0,0.874704102545909,NA
"32","VC DMSO 0.3%",1,0.0123456790123457,"Sb_26",-1.90848501887865,0.90704933977811,0,0.90704933977811,NA
"33","VC DMSO 0.3%",1,0.037037037037037,"Sb_26",-1.43136376415899,0.840762015748351,0,0.840762015748351,NA
"34","VC DMSO 0.3%",1,0.111111111111111,"Sb_26",-0.954242509439325,0.882255258243506,0,0.882255258243506,NA
"35","VC DMSO 0.3%",1,0.333333333333333,"Sb_26",-0.477121254719663,0.846509319156806,0,0.846509319156806,NA
"36","VC DMSO 0.3%",1,1,"Sb_26",0,0.516409156387714,0,0.516409156387714,NA
"37","VC DMSO 0.3%",1,0.00411522633744856,"Sb_44",-2.38560627359831,0.880816941187904,0,0.880816941187904,NA
"38","VC DMSO 0.3%",1,0.0123456790123457,"Sb_44",-1.90848501887865,1.01508558349937,0,1.01508558349937,NA
"39","VC DMSO 0.3%",1,0.037037037037037,"Sb_44",-1.43136376415899,0.926619223489156,0,0.926619223489156,NA
"40","VC DMSO 0.3%",1,0.111111111111111,"Sb_44",-0.954242509439325,0.898893311042073,0,0.898893311042073,NA
"41","VC DMSO 0.3%",1,0.333333333333333,"Sb_44",-0.477121254719663,0.867387746292017,0,0.867387746292017,NA
"42","VC DMSO 0.3%",1,1,"Sb_44",0,0.919010662364208,0,0.919010662364208,NA
"43","VC DMSO 0.3%",1,0.00411522633744856,"Sp_35",-2.38560627359831,0.82171480250763,0,0.82171480250763,NA
"44","VC DMSO 0.3%",1,0.0123456790123457,"Sp_35",-1.90848501887865,0.860925173660292,0,0.860925173660292,NA
"45","VC DMSO 0.3%",1,0.037037037037037,"Sp_35",-1.43136376415899,0.823870706643122,0,0.823870706643122,NA
"46","VC DMSO 0.3%",1,0.111111111111111,"Sp_35",-0.954242509439325,0.789022704591249,0,0.789022704591249,NA
"47","VC DMSO 0.3%",1,0.333333333333333,"Sp_35",-0.477121254719663,0.708755099760512,0,0.708755099760512,NA
"48","VC DMSO 0.3%",1,1,"Sp_35",0,0.807345455167147,0,0.807345455167147,NA
"49","VC DMSO 0.3%",1,0.00411522633744856,"Sp_36",-2.38560627359831,0.869617747727844,0,0.869617747727844,NA
"50","VC DMSO 0.3%",1,0.0123456790123457,"Sp_36",-1.90848501887865,0.870909049252887,0,0.870909049252887,NA
"51","VC DMSO 0.3%",1,0.037037037037037,"Sp_36",-1.43136376415899,0.857717951375241,0,0.857717951375241,NA
"52","VC DMSO 0.3%",1,0.111111111111111,"Sp_36",-0.954242509439325,0.833114650408593,0,0.833114650408593,NA
"53","VC DMSO 0.3%",1,0.333333333333333,"Sp_36",-0.477121254719663,0.677962935177773,0,0.677962935177773,NA
"54","VC DMSO 0.3%",1,1,"Sp_36",0,0.372583142435928,0,0.372583142435928,NA
"55","VC DMSO 0.3%",1,0.00411522633744856,"Tt_07",-2.38560627359831,0.905387843807519,0,0.905387843807519,NA
"56","VC DMSO 0.3%",1,0.0123456790123457,"Tt_07",-1.90848501887865,0.897409627675801,0,0.897409627675801,NA
"57","VC DMSO 0.3%",1,0.037037037037037,"Tt_07",-1.43136376415899,0.933506046773596,0,0.933506046773596,NA
"58","VC DMSO 0.3%",1,0.111111111111111,"Tt_07",-0.954242509439325,0.843654920045837,0,0.843654920045837,NA
"59","VC DMSO 0.3%",1,0.333333333333333,"Tt_07",-0.477121254719663,0.876003391586657,0,0.876003391586657,NA
"60","VC DMSO 0.3%",1,1,"Tt_07",0,0.843474649625195,0,0.843474649625195,NA
