,vc,br,conc,cond,well,log10conc,dose_conds_rlu,dose_conds_rfu
1,VC DMSO 0.3%,1,0.00411522633744856,-,A11,-2.38560627359831,0.810089082746357,0.720446858597572
2,VC DMSO 0.3%,1,0.00411522633744856,-,A12,-2.38560627359831,0.764021171344167,0.756857696136782
3,VC DMSO 0.3%,1,0.00411522633744856,-,A23,-2.38560627359831,0.858099472523474,0.90690335299573
4,VC DMSO 0.3%,1,0.00411522633744856,-,A24,-2.38560627359831,0.663364052184653,0.802510753661029
5,VC DMSO 0.3%,1,0.00411522633744856,-,B11,-2.38560627359831,0.811632230198958,0.880234622624986
6,VC DMSO 0.3%,1,0.00411522633744856,-,B23,-2.38560627359831,0.755390747396377,1.10315462703644
7,VC DMSO 0.3%,1,0.00411522633744856,-,E23,-2.38560627359831,1.13958918759109,0.902545781707209
8,VC DMSO 0.3%,1,0.00411522633744856,-,E24,-2.38560627359831,0.966988036139632,0.939702089866784
9,VC DMSO 0.3%,1,0.00411522633744856,-,F11,-2.38560627359831,1.07210456080029,1.01023818472689
10,VC DMSO 0.3%,1,0.00411522633744856,-,F23,-2.38560627359831,1.11354641934915,0.875013426980287
11,VC DMSO 0.3%,1,0.00411522633744856,-,G11,-2.38560627359831,1.12626003679241,1.0187648308312
12,VC DMSO 0.3%,1,0.00411522633744856,-,G12,-2.38560627359831,1.30031472402976,1.03618165107278
13,VC DMSO 0.3%,1,0.00411522633744856,-,G23,-2.38560627359831,1.11002370932104,0.836661247184621
14,VC DMSO 0.3%,1,0.00411522633744856,-,G24,-2.38560627359831,1.11361327009919,0.932082737329326
15,VC DMSO 0.3%,1,0.00411522633744856,-,H11,-2.38560627359831,1.21964588060055,1.09101520158481
16,VC DMSO 0.3%,1,0.00411522633744856,-,H23,-2.38560627359831,1.14263025297488,0.870480200812922
17,VC DMSO 0.3%,1,0.00411522633744856,-,I11,-2.38560627359831,1.24076865500823,1.11347263960535
18,VC DMSO 0.3%,1,0.00411522633744856,-,I12,-2.38560627359831,1.260768613362,1.01115542883743
19,VC DMSO 0.3%,1,0.00411522633744856,-,I23,-2.38560627359831,1.03663301221544,0.97973688753112
20,VC DMSO 0.3%,1,0.00411522633744856,-,I24,-2.38560627359831,0.996839595812889,0.865198012210667
21,VC DMSO 0.3%,1,0.00411522633744856,-,J11,-2.38560627359831,1.14691939499552,1.09036522173728
