"","vc","br","conc","cond","log10conc","Mm_in_infection_median","Dd_in_infection_median","Mm_in_infection_mad","Dd_in_infection_mad","Mm_in_infection_mean","Dd_in_infection_mean","Mm_in_infection_sd","Dd_in_infection_sd"
"18","VC DMSO 0.3%",3,1,"Sb_24",0,0.681956245643897,0.982030040150349,0,0,0.681956245643897,0.982030040150349,NA,NA
"19","VC DMSO 0.3%",3,0.00411522633744856,"Sb_25",-2.38560627359831,1.54497147413451,0.893433215602745,0,0,1.54497147413451,0.893433215602745,NA,NA
"20","VC DMSO 0.3%",3,0.0123456790123457,"Sb_25",-1.90848501887865,1.42146554958188,1.00261518258401,0,0,1.42146554958188,1.00261518258401,NA,NA
"21","VC DMSO 0.3%",3,0.037037037037037,"Sb_25",-1.43136376415899,1.18476857506924,0.907432078729859,0,0,1.18476857506924,0.907432078729859,NA,NA
"22","VC DMSO 0.3%",3,0.111111111111111,"Sb_25",-0.954242509439325,1.09251611171863,1.04900325205599,0,0,1.09251611171863,1.04900325205599,NA,NA
"23","VC DMSO 0.3%",3,0.333333333333333,"Sb_25",-0.477121254719663,0.600243421122324,1.24067420663455,0,0,0.600243421122324,1.24067420663455,NA,NA
"24","VC DMSO 0.3%",3,1,"Sb_25",0,0.270882428858903,1.17881967016815,0,0,0.270882428858903,1.17881967016815,NA,NA
"25","VC DMSO 0.3%",3,0.00411522633744856,"Sb_26",-2.38560627359831,1.41314005481811,1.02347072747642,0,0,1.41314005481811,1.02347072747642,NA,NA
"26","VC DMSO 0.3%",3,0.0123456790123457,"Sb_26",-1.90848501887865,1.15689778265537,1.1415504589172,0,0,1.15689778265537,1.1415504589172,NA,NA
"27","VC DMSO 0.3%",3,0.037037037037037,"Sb_26",-1.43136376415899,1.37690891893156,1.04250122027308,0,0,1.37690891893156,1.04250122027308,NA,NA
"28","VC DMSO 0.3%",3,0.111111111111111,"Sb_26",-0.954242509439325,1.49557678494,0.990226934015032,0,0,1.49557678494,0.990226934015032,NA,NA
"29","VC DMSO 0.3%",3,0.333333333333333,"Sb_26",-0.477121254719663,1.32327099294795,0.933974592359845,0,0,1.32327099294795,0.933974592359845,NA,NA
"30","VC DMSO 0.3%",3,1,"Sb_26",0,0.771194245992189,1.2359406086404,0,0,0.771194245992189,1.2359406086404,NA,NA
"31","VC DMSO 0.3%",3,0.00411522633744856,"Sb_44",-2.38560627359831,1.12111694303331,0.950234602225095,0,0,1.12111694303331,0.950234602225095,NA,NA
"32","VC DMSO 0.3%",3,0.0123456790123457,"Sb_44",-1.90848501887865,1.15736031390593,1.07167737752295,0,0,1.15736031390593,1.07167737752295,NA,NA
"33","VC DMSO 0.3%",3,0.037037037037037,"Sb_44",-1.43136376415899,1.09383888578777,1.07604238740646,0,0,1.09383888578777,1.07604238740646,NA,NA
"34","VC DMSO 0.3%",3,0.111111111111111,"Sb_44",-0.954242509439325,1.05847472670439,0.749021436961315,0,0,1.05847472670439,0.749021436961315,NA,NA
"35","VC DMSO 0.3%",3,0.333333333333333,"Sb_44",-0.477121254719663,0.75898256466386,0.865636067256516,0,0,0.75898256466386,0.865636067256516,NA,NA
"36","VC DMSO 0.3%",3,1,"Sb_44",0,0.356712242637108,1.0650727849427,0,0,0.356712242637108,1.0650727849427,NA,NA
"37","VC DMSO 0.3%",3,0.00411522633744856,"Sp_35",-2.38560627359831,0.868558444969131,0.809487059841261,0,0,0.868558444969131,0.809487059841261,NA,NA
"38","VC DMSO 0.3%",3,0.0123456790123457,"Sp_35",-1.90848501887865,0.929853638561443,1.08979237517568,0,0,0.929853638561443,1.08979237517568,NA,NA
"39","VC DMSO 0.3%",3,0.037037037037037,"Sp_35",-1.43136376415899,1.02086193616053,1.05504596975708,0,0,1.02086193616053,1.05504596975708,NA,NA
"40","VC DMSO 0.3%",3,0.111111111111111,"Sp_35",-0.954242509439325,0.860627170579509,0.883162976097956,0,0,0.860627170579509,0.883162976097956,NA,NA
"41","VC DMSO 0.3%",3,0.333333333333333,"Sp_35",-0.477121254719663,0.568296228532576,0.902119375402478,0,0,0.568296228532576,0.902119375402478,NA,NA
"42","VC DMSO 0.3%",3,1,"Sp_35",0,0.0208267283960937,0.432199726299211,0,0,0.0208267283960937,0.432199726299211,NA,NA
"43","VC DMSO 0.3%",3,0.00411522633744856,"Sp_36",-2.38560627359831,0.831430672938889,1.16647103571292,0,0,0.831430672938889,1.16647103571292,NA,NA
"44","VC DMSO 0.3%",3,0.0123456790123457,"Sp_36",-1.90848501887865,0.893668037237272,0.983781363541802,0,0,0.893668037237272,0.983781363541802,NA,NA
"45","VC DMSO 0.3%",3,0.037037037037037,"Sp_36",-1.43136376415899,0.765987710676868,1.05970396662322,0,0,0.765987710676868,1.05970396662322,NA,NA
"46","VC DMSO 0.3%",3,0.111111111111111,"Sp_36",-0.954242509439325,0.635139660864207,0.98398815438721,0,0,0.635139660864207,0.98398815438721,NA,NA
"47","VC DMSO 0.3%",3,0.333333333333333,"Sp_36",-0.477121254719663,0.367745467631499,0.580437141352645,0,0,0.367745467631499,0.580437141352645,NA,NA
"48","VC DMSO 0.3%",3,1,"Sp_36",0,0.0566058924257439,0.297431793317999,0,0,0.0566058924257439,0.297431793317999,NA,NA
"49","VC DMSO 0.3%",3,0.00411522633744856,"Tt_07",-2.38560627359831,1.12317458857437,1.05226014033924,0,0,1.12317458857437,1.05226014033924,NA,NA
"50","VC DMSO 0.3%",3,0.0123456790123457,"Tt_07",-1.90848501887865,1.0139954939707,1.07058907221469,0,0,1.0139954939707,1.07058907221469,NA,NA
"51","VC DMSO 0.3%",3,0.037037037037037,"Tt_07",-1.43136376415899,1.03631821475285,0.98450958629922,0,0,1.03631821475285,0.98450958629922,NA,NA
"52","VC DMSO 0.3%",3,0.111111111111111,"Tt_07",-0.954242509439325,1.00880154592233,1.07537597771975,0,0,1.00880154592233,1.07537597771975,NA,NA
"53","VC DMSO 0.3%",3,0.333333333333333,"Tt_07",-0.477121254719663,0.802057059309537,1.0085056036655,0,0,0.802057059309537,1.0085056036655,NA,NA
"54","VC DMSO 0.3%",3,1,"Tt_07",0,0.828098289988621,1.19468421306087,0,0,0.828098289988621,1.19468421306087,NA,NA
