"","conc","cond","mean","sd","median","mad","log10conc","readout"
"346",0.00411522633744856,"Am_86",0.547431147837138,0.493231340210593,0.794312184940716,0.109950644667957,-2.38560627359831,"Dd in infection"
"347",0.00411522633744856,"Fh_12",1.32993564082951,0.982191528822312,0.78447855540237,0.0636803000399917,-2.38560627359831,"Dd in infection"
"348",0.00411522633744856,"Gc_07",0.790268415442811,0.260188903782734,0.928442452519262,0.0352538148009068,-2.38560627359831,"Dd in infection"
"349",0.00411522633744856,"Gc_23",1.38934757573846,0.839349678483094,0.936661396731046,0.0936104422295847,-2.38560627359831,"Dd in infection"
"350",0.00411522633744856,"Gc_25",0.687465618961533,0.426565738296336,0.920685822657828,0.0383822125395669,-2.38560627359831,"Dd in infection"
"351",0.00411522633744856,"Gc_26",0.68035461379391,0.451229119260615,0.894762760118867,0.132902409252756,-2.38560627359831,"Dd in infection"
"352",0.00411522633744856,"Gc_28",1.5238593069047,1.04454101312234,0.921221287499763,0.00126900206518653,-2.38560627359831,"Dd in infection"
"353",0.00411522633744856,"Gc_32",1.5759428160522,1.21289652716129,0.880067264734582,0.0130053868086228,-2.38560627359831,"Dd in infection"
"354",0.00411522633744856,"Gc_33",0.775276320408105,0.312747563304443,0.938475109481589,0.0506934105610758,-2.38560627359831,"Dd in infection"
"355",0.00411522633744856,"Gc_34",1.42638260167266,0.949907520815472,0.908854190286114,0.0907826264346923,-2.38560627359831,"Dd in infection"
"356",0.00411522633744856,"Gc_35",0.674605828545807,0.517796877960316,0.962204602532774,0.0334487685890393,-2.38560627359831,"Dd in infection"
"357",0.00411522633744856,"Gc_36",0.84268679929107,0.1988178325575,0.937003155024989,0.0589927283576552,-2.38560627359831,"Dd in infection"
"358",0.00411522633744856,"Gc_37",1.46806356907011,0.892526831999189,0.95383184957075,0.00316836938873609,-2.38560627359831,"Dd in infection"
"359",0.00411522633744856,"Ko_09",1.72092402816391,1.32488008857702,0.963619472543253,0.0225436026434139,-2.38560627359831,"Dd in infection"
"360",0.00411522633744856,"Ko_11",1.20225221497356,0.406510052557974,1.00831751875075,0.117555901362152,-2.38560627359831,"Dd in infection"
"361",0.00411522633744856,"Ko_15",1.47836374112754,0.943340028048858,0.966145356413463,0.0951940383745899,-2.38560627359831,"Dd in infection"
"362",0.00411522633744856,"Ko_16",0.845005869922894,0.336914670413026,1.0243639505588,0.0443820654441258,-2.38560627359831,"Dd in infection"
"363",0.00411522633744856,"Ko_17",0.663556173441579,0.585791530578388,0.995696240259398,0.0179359023372398,-2.38560627359831,"Dd in infection"
"364",0.00411522633744856,"Ko_18",1.48136407824064,1.01869895296643,0.933623604302139,0.118469011083191,-2.38560627359831,"Dd in infection"
"365",0.00411522633744856,"Ko_20",1.51433060923282,1.07126403886905,0.92126029727602,0.0748784392710622,-2.38560627359831,"Dd in infection"
"366",0.00411522633744856,"Ko_21",0.994394499641348,0.14347665079517,1.07346429162414,0.0110850079051241,-2.38560627359831,"Dd in infection"
"367",0.00411522633744856,"Ko_22",1.39265704073174,0.868089186284216,0.909219919372405,0.0523381227269326,-2.38560627359831,"Dd in infection"
"368",0.00411522633744856,"Ko_25",1.00995740945003,0.0896034420985029,1.02923104527067,0.087658143514427,-2.38560627359831,"Dd in infection"
"369",0.00411522633744856,"Ko_26",0.694174644448913,0.635696827179191,1.0501908817759,0.0324661338354753,-2.38560627359831,"Dd in infection"
"370",0.00411522633744856,"Ko_29",1.47992299583546,0.889702241569053,0.9731408283596,0.0203778534158214,-2.38560627359831,"Dd in infection"
"371",0.00411522633744856,"Ko_30",1.28160267881397,0.721148435151735,0.87530951629626,0.0297168592198493,-2.38560627359831,"Dd in infection"
"372",0.00411522633744856,"Ko_43",0.250153878638203,1.5683002994137,1.03966271899158,0.336764858979982,-2.38560627359831,"Dd in infection"
"373",0.00411522633744856,"Ko_44",1.52651887035413,1.03675435398783,0.946791378199456,0.0555828733160179,-2.38560627359831,"Dd in infection"
"374",0.00411522633744856,"Ko_58",1.17558349841166,0.172663185232678,1.10933205474339,0.0941071582175029,-2.38560627359831,"Dd in infection"
"375",0.00411522633744856,"Mo_07",0.975583105603751,0.217879510719872,1.09966398521218,0.00506470720290235,-2.38560627359831,"Dd in infection"
"376",0.00411522633744856,"Mo_62",1.9531218713071,1.60469842525922,1.08098419175294,0.15957008477838,-2.38560627359831,"Dd in infection"
